edge_id,interval_nVehContrib,interval_harmonicMeanSpeed,bo_iteration,batch
544296218#0,2986.0,29.06,2,0
544296218#1,2986.0,29.06,2,0
552389451,6200.0,29.06,2,0
60723578,1795.0,29.059999999999995,2,0
617284172,6200.0,29.06,2,0
619042924,2986.0,29.06,2,0
711193408,2986.0,29.06,2,0
848429238,1795.0,29.059999999999995,2,0
849677308,824.0,29.06,2,0
850615423,6200.0,29.06,2,0
850615424,6200.0,29.06,2,0
851520670,824.0,29.06,2,0
851548985,824.0,29.06,2,0
942219372,6200.0,29.06,2,0
942228866,6200.0,29.06,2,0
947247192,824.0,29.06,2,0
963455394,824.0,29.06,2,0
963455396,824.0,29.06,2,0
963510311,824.0,29.06,2,0
963510313,824.0,29.06,2,0
965603179,2986.0,29.06,2,0
119271337,2000.0,29.059999999999995,3,0
157806285,443.0,29.059999999999995,3,0
23807076,443.0,29.059999999999995,3,0
23955194,5727.0,29.06,3,0
261596707,2000.0,29.06,3,0
28378888#0,5727.0,29.050000000000004,3,0
28378888#1,5727.0,29.06,3,0
28396115#0,5727.0,29.06,3,0
28413844,5727.0,29.06,3,0
28432568,2000.0,29.059999999999995,3,0
28437207,443.0,29.059999999999995,3,0
28464668,5727.0,29.06,3,0
28588888,5727.0,29.06,3,0
28665770,2000.0,29.059999999999995,3,0
31559320,2067.0,29.06,3,0
394385111,443.0,29.06,3,0
395336979,2000.0,29.06,3,0
395336990,2000.0,29.06,3,0
395368981,443.0,29.059999999999995,3,0
395368986,443.0,29.059999999999995,3,0
508115731,5727.0,29.06,3,0
508115745,2067.0,29.06,3,0
51383535,2000.0,29.059999999999995,3,0
516535357,443.0,29.059999999999995,3,0
52286754,2067.0,29.06,3,0
52305981,443.0,29.059999999999995,3,0
544296218#0,3217.0,29.06,3,0
544296218#1,3217.0,29.06,3,0
552389451,5727.0,29.06,3,0
60723578,2000.0,29.06,3,0
617284172,5727.0,29.06,3,0
619042924,3217.0,29.06,3,0
711193408,3217.0,29.06,3,0
848429238,2000.0,29.059999999999995,3,0
849677308,443.0,29.059999999999995,3,0
850615423,5727.0,29.06,3,0
850615424,5727.0,29.06,3,0
851520670,443.0,29.059999999999995,3,0
851548985,443.0,29.059999999999995,3,0
942219372,5727.0,29.06,3,0
942228866,5727.0,29.06,3,0
947247192,443.0,29.06,3,0
963455394,443.0,29.06,3,0
963455396,443.0,29.059999999999995,3,0
963510311,443.0,29.059999999999995,3,0
963510313,443.0,29.059999999999995,3,0
965603179,3217.0,29.06,3,0
119271337,1861.0,29.059999999999995,4,0
157806285,327.0,29.06,4,0
23807076,327.0,29.06,4,0
23955194,6616.0,29.06,4,0
261596707,1861.0,29.059999999999995,4,0
28378888#0,6616.0,29.05,4,0
28378888#1,6616.0,29.06,4,0
28396115#0,6616.0,29.06,4,0
28413844,6616.0,29.06,4,0
28432568,1861.0,29.059999999999995,4,0
28437207,327.0,29.06,4,0
28464668,6616.0,29.06,4,0
28588888,6616.0,29.06,4,0
28665770,1861.0,29.059999999999995,4,0
31559320,3053.0,29.06,4,0
394385111,327.0,29.06,4,0
395336979,1861.0,29.059999999999995,4,0
395336990,1861.0,29.059999999999995,4,0
395368981,327.0,29.06,4,0
395368986,327.0,29.06,4,0
508115731,6616.0,29.06,4,0
508115745,3053.0,29.06,4,0
51383535,1861.0,29.059999999999995,4,0
516535357,327.0,29.06,4,0
52286754,3053.0,29.06,4,0
52305981,327.0,29.06,4,0
544296218#0,3236.0,29.06,4,0
544296218#1,3236.0,29.06,4,0
552389451,6616.0,29.06,4,0
60723578,1861.0,29.059999999999995,4,0
617284172,6616.0,29.06,4,0
619042924,3236.0,29.06,4,0
711193408,3236.0,29.06,4,0
848429238,1861.0,29.059999999999995,4,0
849677308,327.0,29.06,4,0
850615423,6616.0,29.06,4,0
850615424,6616.0,29.06,4,0
851520670,327.0,29.06,4,0
851548985,327.0,29.06,4,0
942219372,6616.0,29.06,4,0
942228866,6616.0,29.06,4,0
947247192,327.0,29.06,4,0
963455394,327.0,29.06,4,0
963455396,327.0,29.06,4,0
963510311,327.0,29.06,4,0
963510313,327.0,29.06,4,0
965603179,3236.0,29.06,4,0
119271337,1614.0,29.059999999999995,5,0
157806285,919.0,29.059999999999995,5,0
23807076,919.0,29.059999999999995,5,0
23955194,5765.0,29.06,5,0
261596707,1614.0,29.059999999999995,5,0
28378888#0,5765.0,29.05,5,0
28378888#1,5765.0,29.06,5,0
28396115#0,5765.0,29.06,5,0
28413844,5765.0,29.06,5,0
28432568,1614.0,29.06,5,0
28437207,919.0,29.059999999999995,5,0
28464668,5765.0,29.06,5,0
28588888,5765.0,29.06,5,0
28665770,1614.0,29.06,5,0
31559320,1937.0,29.06,5,0
394385111,919.0,29.06,5,0
395336979,1614.0,29.059999999999995,5,0
395336990,1614.0,29.059999999999995,5,0
395368981,919.0,29.059999999999995,5,0
395368986,919.0,29.059999999999995,5,0
508115731,5765.0,29.06,5,0
508115745,1937.0,29.06,5,0
51383535,1614.0,29.06,5,0
516535357,919.0,29.059999999999995,5,0
52286754,1937.0,29.06,5,0
52305981,919.0,29.059999999999995,5,0
544296218#0,2909.0,29.06,5,0
544296218#1,2909.0,29.06,5,0
552389451,5765.0,29.06,5,0
60723578,1614.0,29.059999999999995,5,0
617284172,5765.0,29.06,5,0
619042924,2909.0,29.06,5,0
711193408,2909.0,29.06,5,0
848429238,1614.0,29.06,5,0
849677308,919.0,29.059999999999995,5,0
850615423,5765.0,29.06,5,0
850615424,5765.0,29.06,5,0
851520670,919.0,29.059999999999995,5,0
851548985,919.0,29.059999999999995,5,0
942219372,5765.0,29.06,5,0
942228866,5765.0,29.06,5,0
947247192,919.0,29.06,5,0
963455394,919.0,29.06,5,0
963455396,919.0,29.06,5,0
963510311,919.0,29.059999999999995,5,0
963510313,919.0,29.059999999999995,5,0
965603179,2909.0,29.06,5,0
119271337,1323.0,29.06,6,0
157806285,1001.0,29.059999999999995,6,0
23807076,1001.0,29.059999999999995,6,0
23955194,6047.0,29.06,6,0
261596707,1323.0,29.06,6,0
28378888#0,6047.0,29.05,6,0
28378888#1,6047.0,29.06,6,0
28396115#0,6047.0,29.06,6,0
28413844,6047.0,29.06,6,0
28432568,1323.0,29.06,6,0
28437207,1001.0,29.059999999999995,6,0
28464668,6047.0,29.06,6,0
28588888,6047.0,29.06,6,0
28665770,1323.0,29.06,6,0
31559320,2156.0,29.06,6,0
394385111,1001.0,29.059999999999995,6,0
395336979,1323.0,29.06,6,0
395336990,1323.0,29.06,6,0
395368981,1001.0,29.059999999999995,6,0
395368986,1001.0,29.059999999999995,6,0
508115731,6047.0,29.06,6,0
508115745,2156.0,29.06,6,0
51383535,1323.0,29.06,6,0
516535357,1001.0,29.059999999999995,6,0
52286754,2156.0,29.06,6,0
52305981,1001.0,29.059999999999995,6,0
544296218#0,2890.0,29.06,6,0
544296218#1,2890.0,29.06,6,0
552389451,6047.0,29.06,6,0
60723578,1323.0,29.06,6,0
617284172,6047.0,29.06,6,0
619042924,2890.0,29.06,6,0
711193408,2890.0,29.06,6,0
848429238,1323.0,29.06,6,0
849677308,1001.0,29.059999999999995,6,0
850615423,6047.0,29.06,6,0
850615424,6047.0,29.06,6,0
851520670,1001.0,29.059999999999995,6,0
851548985,1001.0,29.059999999999995,6,0
942219372,6047.0,29.06,6,0
942228866,6047.0,29.06,6,0
947247192,1001.0,29.059999999999995,6,0
963455394,1001.0,29.059999999999995,6,0
963455396,1001.0,29.059999999999995,6,0
963510311,1001.0,29.059999999999995,6,0
963510313,1001.0,29.059999999999995,6,0
965603179,2890.0,29.06,6,0
119271337,1221.0,29.06,7,0
157806285,965.0,29.059999999999995,7,0
23807076,965.0,29.059999999999995,7,0
23955194,6005.0,29.06,7,0
261596707,1221.0,29.06,7,0
28378888#0,6005.0,29.05,7,0
28378888#1,6005.0,29.06,7,0
28396115#0,6005.0,29.06,7,0
28413844,6005.0,29.06,7,0
28432568,1221.0,29.06,7,0
28437207,965.0,29.059999999999995,7,0
28464668,6005.0,29.06,7,0
28588888,6005.0,29.06,7,0
28665770,1221.0,29.06,7,0
31559320,1828.0,29.06,7,0
394385111,965.0,29.059999999999995,7,0
395336979,1221.0,29.06,7,0
395336990,1221.0,29.06,7,0
395368981,965.0,29.059999999999995,7,0
395368986,965.0,29.059999999999995,7,0
508115731,6005.0,29.06,7,0
508115745,1828.0,29.06,7,0
51383535,1221.0,29.06,7,0
516535357,965.0,29.059999999999995,7,0
52286754,1828.0,29.06,7,0
52305981,965.0,29.059999999999995,7,0
544296218#0,3212.0,29.06,7,0
544296218#1,3212.0,29.06,7,0
552389451,6005.0,29.06,7,0
60723578,1221.0,29.06,7,0
617284172,6005.0,29.06,7,0
619042924,3212.0,29.06,7,0
711193408,3212.0,29.06,7,0
848429238,1221.0,29.06,7,0
849677308,965.0,29.059999999999995,7,0
850615423,6005.0,29.06,7,0
850615424,6005.0,29.06,7,0
851520670,965.0,29.059999999999995,7,0
851548985,965.0,29.059999999999995,7,0
942219372,6005.0,29.06,7,0
942228866,6005.0,29.06,7,0
947247192,965.0,29.059999999999995,7,0
963455394,965.0,29.059999999999995,7,0
963455396,965.0,29.059999999999995,7,0
963510311,965.0,29.059999999999995,7,0
963510313,965.0,29.059999999999995,7,0
965603179,3212.0,29.06,7,0
119271337,2000.0,29.059999999999995,8,0
157806285,1043.0,29.059999999999995,8,0
23807076,1043.0,29.059999999999995,8,0
23955194,5754.0,29.06,8,0
261596707,2000.0,29.06,8,0
28378888#0,5754.0,29.050000000000004,8,0
28378888#1,5754.0,29.06,8,0
28396115#0,5754.0,29.06,8,0
28413844,5754.0,29.06,8,0
28432568,2000.0,29.059999999999995,8,0
28437207,1043.0,29.059999999999995,8,0
28464668,5754.0,29.06,8,0
28588888,5754.0,29.06,8,0
28665770,2000.0,29.059999999999995,8,0
31559320,3794.0,29.06,8,0
394385111,1043.0,29.059999999999995,8,0
395336979,2000.0,29.06,8,0
395336990,2000.0,29.06,8,0
395368981,1043.0,29.059999999999995,8,0
395368986,1043.0,29.059999999999995,8,0
508115731,5754.0,29.06,8,0
508115745,3794.0,29.06,8,0
51383535,2000.0,29.059999999999995,8,0
516535357,1043.0,29.059999999999995,8,0
52286754,3794.0,29.06,8,0
52305981,1043.0,29.059999999999995,8,0
544296218#0,917.0,29.06,8,0
544296218#1,917.0,29.06,8,0
552389451,5754.0,29.06,8,0
60723578,2000.0,29.06,8,0
617284172,5754.0,29.06,8,0
619042924,917.0,29.06,8,0
711193408,917.0,29.06,8,0
848429238,2000.0,29.059999999999995,8,0
849677308,1043.0,29.059999999999995,8,0
850615423,5754.0,29.06,8,0
850615424,5754.0,29.06,8,0
851520670,1043.0,29.059999999999995,8,0
851548985,1043.0,29.059999999999995,8,0
942219372,5754.0,29.06,8,0
942228866,5754.0,29.06,8,0
947247192,1043.0,29.059999999999995,8,0
963455394,1043.0,29.059999999999995,8,0
963455396,1043.0,29.059999999999995,8,0
963510311,1043.0,29.059999999999995,8,0
963510313,1043.0,29.059999999999995,8,0
965603179,917.0,29.06,8,0
119271337,1235.0,29.06,9,0
157806285,921.0,29.059999999999995,9,0
23807076,921.0,29.059999999999995,9,0
23955194,5840.0,29.06,9,0
261596707,1235.0,29.06,9,0
28378888#0,5840.0,29.05,9,0
28378888#1,5840.0,29.06,9,0
28396115#0,5840.0,29.06,9,0
28413844,5840.0,29.06,9,0
28432568,1235.0,29.06,9,0
28437207,921.0,29.059999999999995,9,0
28464668,5840.0,29.06,9,0
28588888,5840.0,29.06,9,0
28665770,1235.0,29.06,9,0
31559320,2034.0,29.06,9,0
394385111,921.0,29.06,9,0
395336979,1235.0,29.06,9,0
395336990,1235.0,29.06,9,0
395368981,921.0,29.059999999999995,9,0
395368986,921.0,29.059999999999995,9,0
508115731,5840.0,29.06,9,0
508115745,2034.0,29.06,9,0
51383535,1235.0,29.06,9,0
516535357,921.0,29.059999999999995,9,0
52286754,2034.0,29.06,9,0
52305981,921.0,29.059999999999995,9,0
544296218#0,2885.0,29.06,9,0
544296218#1,2885.0,29.06,9,0
552389451,5840.0,29.06,9,0
60723578,1235.0,29.06,9,0
617284172,5840.0,29.06,9,0
619042924,2885.0,29.06,9,0
711193408,2885.0,29.06,9,0
848429238,1235.0,29.06,9,0
849677308,921.0,29.06,9,0
850615423,5840.0,29.06,9,0
850615424,5840.0,29.06,9,0
851520670,921.0,29.059999999999995,9,0
851548985,921.0,29.059999999999995,9,0
942219372,5840.0,29.06,9,0
942228866,5840.0,29.06,9,0
947247192,921.0,29.06,9,0
963455394,921.0,29.06,9,0
963455396,921.0,29.06,9,0
963510311,921.0,29.059999999999995,9,0
963510313,921.0,29.059999999999995,9,0
965603179,2885.0,29.06,9,0
119271337,1885.0,29.059999999999995,10,0
157806285,1206.0,29.06,10,0
23807076,1206.0,29.06,10,0
23955194,6388.0,29.06,10,0
261596707,1885.0,29.059999999999995,10,0
28378888#0,6388.0,29.05,10,0
28378888#1,6388.0,29.06,10,0
28396115#0,6388.0,29.06,10,0
28413844,6388.0,29.06,10,0
28432568,1885.0,29.059999999999995,10,0
28437207,1206.0,29.06,10,0
28464668,6388.0,29.06,10,0
28588888,6388.0,29.06,10,0
28665770,1885.0,29.059999999999995,10,0
31559320,2731.0,29.06,10,0
394385111,1206.0,29.06,10,0
395336979,1885.0,29.059999999999995,10,0
395336990,1885.0,29.059999999999995,10,0
395368981,1206.0,29.06,10,0
395368986,1206.0,29.06,10,0
508115731,6388.0,29.06,10,0
508115745,2731.0,29.06,10,0
51383535,1885.0,29.059999999999995,10,0
516535357,1206.0,29.06,10,0
52286754,2731.0,29.06,10,0
52305981,1206.0,29.06,10,0
544296218#0,2451.0,29.06,10,0
544296218#1,2451.0,29.06,10,0
552389451,6388.0,29.06,10,0
60723578,1885.0,29.059999999999995,10,0
617284172,6388.0,29.06,10,0
619042924,2451.0,29.06,10,0
711193408,2451.0,29.06,10,0
848429238,1885.0,29.059999999999995,10,0
849677308,1206.0,29.06,10,0
850615423,6388.0,29.06,10,0
850615424,6388.0,29.06,10,0
851520670,1206.0,29.06,10,0
851548985,1206.0,29.06,10,0
942219372,6388.0,29.06,10,0
942228866,6388.0,29.06,10,0
947247192,1206.0,29.06,10,0
963455394,1206.0,29.06,10,0
963455396,1206.0,29.06,10,0
963510311,1206.0,29.06,10,0
963510313,1206.0,29.06,10,0
965603179,2451.0,29.06,10,0
119271337,1223.0,29.06,11,0
157806285,822.0,29.06,11,0
23807076,822.0,29.06,11,0
23955194,5720.0,29.06,11,0
261596707,1223.0,29.06,11,0
28378888#0,5720.0,29.05,11,0
28378888#1,5720.0,29.06,11,0
28396115#0,5720.0,29.06,11,0
28413844,5720.0,29.06,11,0
28432568,1223.0,29.06,11,0
28437207,822.0,29.06,11,0
28464668,5720.0,29.06,11,0
28588888,5720.0,29.06,11,0
28665770,1223.0,29.06,11,0
31559320,2053.0,29.06,11,0
394385111,822.0,29.06,11,0
395336979,1223.0,29.06,11,0
395336990,1223.0,29.06,11,0
395368981,822.0,29.06,11,0
395368986,822.0,29.06,11,0
508115731,5720.0,29.06,11,0
508115745,2053.0,29.06,11,0
51383535,1223.0,29.06,11,0
516535357,822.0,29.06,11,0
52286754,2053.0,29.06,11,0
52305981,822.0,29.06,11,0
544296218#0,2845.0,29.06,11,0
544296218#1,2845.0,29.06,11,0
552389451,5720.0,29.06,11,0
60723578,1223.0,29.06,11,0
617284172,5720.0,29.06,11,0
619042924,2845.0,29.06,11,0
711193408,2845.0,29.06,11,0
848429238,1223.0,29.06,11,0
849677308,822.0,29.06,11,0
850615423,5720.0,29.06,11,0
850615424,5720.0,29.06,11,0
851520670,822.0,29.06,11,0
851548985,822.0,29.06,11,0
942219372,5720.0,29.06,11,0
942228866,5720.0,29.06,11,0
947247192,822.0,29.06,11,0
963455394,822.0,29.06,11,0
963455396,822.0,29.06,11,0
963510311,822.0,29.06,11,0
963510313,822.0,29.06,11,0
965603179,2845.0,29.06,11,0
119271337,1442.0,29.06,12,0
157806285,993.0,29.059999999999995,12,0
23807076,993.0,29.059999999999995,12,0
23955194,6089.0,29.06,12,0
261596707,1442.0,29.06,12,0
28378888#0,6089.0,29.05,12,0
28378888#1,6089.0,29.06,12,0
28396115#0,6089.0,29.06,12,0
28413844,6089.0,29.06,12,0
28432568,1442.0,29.06,12,0
28437207,993.0,29.059999999999995,12,0
28464668,6089.0,29.06,12,0
28588888,6089.0,29.06,12,0
28665770,1442.0,29.06,12,0
31559320,2133.0,29.06,12,0
394385111,993.0,29.059999999999995,12,0
395336979,1442.0,29.06,12,0
395336990,1442.0,29.06,12,0
395368981,993.0,29.059999999999995,12,0
395368986,993.0,29.059999999999995,12,0
508115731,6089.0,29.06,12,0
508115745,2133.0,29.06,12,0
51383535,1442.0,29.06,12,0
516535357,993.0,29.059999999999995,12,0
52286754,2133.0,29.06,12,0
52305981,993.0,29.059999999999995,12,0
544296218#0,2963.0,29.06,12,0
544296218#1,2963.0,29.06,12,0
552389451,6089.0,29.06,12,0
60723578,1442.0,29.06,12,0
617284172,6089.0,29.06,12,0
619042924,2963.0,29.06,12,0
711193408,2963.0,29.06,12,0
848429238,1442.0,29.06,12,0
849677308,993.0,29.059999999999995,12,0
850615423,6089.0,29.06,12,0
850615424,6089.0,29.06,12,0
851520670,993.0,29.059999999999995,12,0
851548985,993.0,29.059999999999995,12,0
942219372,6089.0,29.06,12,0
942228866,6089.0,29.06,12,0
947247192,993.0,29.059999999999995,12,0
963455394,993.0,29.059999999999995,12,0
963455396,993.0,29.059999999999995,12,0
963510311,993.0,29.059999999999995,12,0
963510313,993.0,29.059999999999995,12,0
965603179,2963.0,29.06,12,0
119271337,1564.0,29.06,13,0
157806285,1077.0,29.059999999999995,13,0
23807076,1077.0,29.059999999999995,13,0
23955194,6453.0,29.06,13,0
261596707,1564.0,29.059999999999995,13,0
28378888#0,6453.0,29.05,13,0
28378888#1,6453.0,29.06,13,0
28396115#0,6453.0,29.06,13,0
28413844,6453.0,29.06,13,0
28432568,1564.0,29.06,13,0
28437207,1077.0,29.059999999999995,13,0
28464668,6453.0,29.06,13,0
28588888,6453.0,29.06,13,0
28665770,1564.0,29.06,13,0
31559320,2355.0,29.06,13,0
394385111,1077.0,29.059999999999995,13,0
395336979,1564.0,29.059999999999995,13,0
395336990,1564.0,29.059999999999995,13,0
395368981,1077.0,29.059999999999995,13,0
395368986,1077.0,29.06,13,0
508115731,6453.0,29.06,13,0
508115745,2355.0,29.06,13,0
51383535,1564.0,29.06,13,0
516535357,1077.0,29.059999999999995,13,0
52286754,2355.0,29.06,13,0
52305981,1077.0,29.059999999999995,13,0
544296218#0,3021.0,29.06,13,0
544296218#1,3021.0,29.06,13,0
552389451,6453.0,29.06,13,0
60723578,1564.0,29.06,13,0
617284172,6453.0,29.06,13,0
619042924,3021.0,29.06,13,0
711193408,3021.0,29.06,13,0
848429238,1564.0,29.06,13,0
849677308,1077.0,29.059999999999995,13,0
850615423,6453.0,29.06,13,0
850615424,6453.0,29.06,13,0
851520670,1077.0,29.059999999999995,13,0
851548985,1077.0,29.059999999999995,13,0
942219372,6453.0,29.06,13,0
942228866,6453.0,29.06,13,0
947247192,1077.0,29.059999999999995,13,0
963455394,1077.0,29.059999999999995,13,0
963455396,1077.0,29.059999999999995,13,0
963510311,1077.0,29.059999999999995,13,0
963510313,1077.0,29.059999999999995,13,0
965603179,3021.0,29.06,13,0
119271337,97.0,29.06,14,0
157806285,484.0,29.06,14,0
23807076,484.0,29.06,14,0
23955194,5981.0,29.059999999999995,14,0
261596707,97.0,29.06,14,0
28378888#0,5981.0,29.05,14,0
28378888#1,5981.0,29.059999999999995,14,0
28396115#0,5981.0,29.059999999999995,14,0
28413844,5981.0,29.059999999999995,14,0
28432568,97.0,29.06,14,0
28437207,484.0,29.06,14,0
28464668,5981.0,29.060000000000002,14,0
28588888,5981.0,29.059999999999995,14,0
28665770,97.0,29.06,14,0
31559320,1939.0,29.059999999999995,14,0
394385111,484.0,29.059999999999995,14,0
395336979,97.0,29.06,14,0
395336990,97.0,29.06,14,0
395368981,484.0,29.059999999999995,14,0
395368986,484.0,29.06,14,0
508115731,5981.0,29.059999999999995,14,0
508115745,1939.0,29.059999999999995,14,0
51383535,97.0,29.06,14,0
516535357,484.0,29.059999999999995,14,0
52286754,1939.0,29.059999999999995,14,0
52305981,484.0,29.059999999999995,14,0
544296218#0,3558.0,29.059999999999995,14,0
544296218#1,3558.0,29.060000000000002,14,0
552389451,5981.0,29.059999999999995,14,0
60723578,97.0,29.06,14,0
617284172,5981.0,29.059999999999995,14,0
619042924,3558.0,29.059999999999995,14,0
711193408,3558.0,29.060000000000002,14,0
848429238,97.0,29.06,14,0
849677308,484.0,29.059999999999995,14,0
850615423,5981.0,29.060000000000002,14,0
850615424,5981.0,29.060000000000002,14,0
851520670,484.0,29.059999999999995,14,0
851548985,484.0,29.059999999999995,14,0
942219372,5981.0,29.059999999999995,14,0
942228866,5981.0,29.060000000000002,14,0
947247192,484.0,29.059999999999995,14,0
963455394,484.0,29.059999999999995,14,0
963455396,484.0,29.059999999999995,14,0
963510311,484.0,29.059999999999995,14,0
963510313,484.0,29.059999999999995,14,0
965603179,3558.0,29.060000000000002,14,0
119271337,1402.0,29.06,15,0
157806285,1808.0,29.06,15,0
23807076,1808.0,29.06,15,0
23955194,6591.0,29.059999999999995,15,0
261596707,1402.0,29.06,15,0
28378888#0,6591.0,29.05,15,0
28378888#1,6591.0,29.06,15,0
28396115#0,6591.0,29.059999999999995,15,0
28413844,6591.0,29.06,15,0
28432568,1402.0,29.06,15,0
28437207,1808.0,29.06,15,0
28464668,6591.0,29.059999999999995,15,0
28588888,6591.0,29.059999999999995,15,0
28665770,1402.0,29.06,15,0
31559320,1481.0,29.06,15,0
394385111,1808.0,29.06,15,0
395336979,1402.0,29.06,15,0
395336990,1402.0,29.06,15,0
395368981,1808.0,29.06,15,0
395368986,1808.0,29.06,15,0
508115731,6591.0,29.06,15,0
508115745,1481.0,29.06,15,0
51383535,1402.0,29.06,15,0
516535357,1808.0,29.06,15,0
52286754,1481.0,29.06,15,0
52305981,1808.0,29.06,15,0
544296218#0,3302.0,29.059999999999995,15,0
544296218#1,3302.0,29.059999999999995,15,0
552389451,6591.0,29.06,15,0
60723578,1402.0,29.06,15,0
617284172,6591.0,29.06,15,0
619042924,3302.0,29.059999999999995,15,0
711193408,3302.0,29.059999999999995,15,0
848429238,1402.0,29.06,15,0
849677308,1808.0,29.06,15,0
850615423,6591.0,29.059999999999995,15,0
850615424,6591.0,29.059999999999995,15,0
851520670,1808.0,29.06,15,0
851548985,1808.0,29.06,15,0
942219372,6591.0,29.059999999999995,15,0
942228866,6591.0,29.059999999999995,15,0
947247192,1808.0,29.06,15,0
963455394,1808.0,29.06,15,0
963455396,1808.0,29.06,15,0
963510311,1808.0,29.06,15,0
963510313,1808.0,29.06,15,0
965603179,3302.0,29.059999999999995,15,0
119271337,1149.0,29.06,16,0
157806285,730.0,29.06,16,0
23807076,730.0,29.06,16,0
23955194,6381.0,29.059999999999995,16,0
261596707,1149.0,29.06,16,0
28378888#0,6381.0,29.049999999999997,16,0
28378888#1,6381.0,29.059999999999995,16,0
